cust_id,transaction_type,transaction_date,subscription_type,subscription_price
5501,initial,2021-02-01,PRO,75
5502,initial,2022-05-01,BASIC,53
5503,initial,2022-06-01,BASIC,53
5504,initial,2022-07-01,BASIC,53
5505,initial,2022-12-01,BASIC,53
5506,initial,2021-01-01,BASIC,43
5507,initial,2021-12-01,BASIC,43
5508,initial,2022-12-01,PRO,85
5509,initial,2022-08-01,BASIC,53
5510,initial,2020-08-01,MAX,99
5511,initial,2022-12-01,PRO,85
5512,initial,2022-05-01,PRO,85
5513,initial,2022-05-01,PRO,85
5514,initial,2021-08-01,MAX,109
5515,initial,2022-07-01,MAX,119
5516,initial,2020-05-01,BASIC,33
5517,initial,2022-12-01,MAX,119
5518,initial,2021-02-01,BASIC,43
5519,initial,2022-08-01,PRO,85
5520,initial,2020-02-01,PRO,65
5521,initial,2022-03-01,BASIC,53
5522,initial,2021-08-01,MAX,109
5523,initial,2020-10-01,BASIC,33
5524,initial,2020-05-01,BASIC,33
5525,initial,2021-12-01,PRO,75
5526,initial,2022-10-01,PRO,85
5527,initial,2020-08-01,MAX,99
5528,initial,2020-03-01,PRO,65
5529,initial,2022-06-01,PRO,85
5530,initial,2022-10-01,PRO,85
5531,initial,2021-05-01,MAX,109
5532,initial,2022-07-01,BASIC,53
5533,initial,2021-03-01,PRO,75
5534,initial,2022-10-01,PRO,85
5535,initial,2021-04-01,PRO,75
5536,initial,2022-07-01,BASIC,53
5537,initial,2020-08-01,BASIC,33
5538,initial,2021-10-01,PRO,75
5539,initial,2021-12-01,MAX,109
5540,initial,2021-04-01,PRO,75
5541,initial,2021-02-01,PRO,75
5542,initial,2022-05-01,BASIC,53
5543,initial,2020-04-01,PRO,65
5544,initial,2021-06-01,MAX,109
5545,initial,2020-06-01,PRO,65
5546,initial,2022-03-01,PRO,85
5547,initial,2021-02-01,PRO,75
5548,initial,2021-12-01,BASIC,43
5549,initial,2022-12-01,BASIC,53
5550,initial,2021-11-01,PRO,75
5551,initial,2022-07-01,PRO,85
5552,initial,2022-07-01,PRO,85
5553,initial,2021-05-01,BASIC,43
5554,initial,2021-02-01,PRO,75
5555,initial,2022-05-01,BASIC,53
5556,initial,2022-08-01,BASIC,53
5557,initial,2020-11-01,BASIC,33
5558,initial,2022-12-01,BASIC,53
5559,initial,2021-02-01,BASIC,43
5560,initial,2022-08-01,PRO,85
5561,initial,2020-02-01,PRO,65
5562,initial,2022-02-01,BASIC,53
5563,initial,2020-01-01,BASIC,33
5564,initial,2022-03-01,BASIC,53
5565,initial,2020-06-01,PRO,65
5566,initial,2020-07-01,BASIC,33
5567,initial,2020-05-01,BASIC,33
5568,initial,2021-11-01,BASIC,43
5569,initial,2022-11-01,PRO,85
5570,initial,2021-03-01,BASIC,43
5571,initial,2021-08-01,PRO,75
5572,initial,2020-01-01,BASIC,33
5573,initial,2022-08-01,BASIC,53
5574,initial,2022-01-01,MAX,119
5575,initial,2022-12-01,BASIC,53
5576,initial,2022-07-01,PRO,85
5577,initial,2021-06-01,PRO,75
5578,initial,2021-08-01,MAX,109
5579,initial,2020-06-01,MAX,99
5580,initial,2022-12-01,BASIC,53
5581,initial,2020-04-01,BASIC,33
5582,initial,2020-05-01,PRO,65
5583,initial,2021-02-01,BASIC,43
5584,initial,2021-08-01,PRO,75
5585,initial,2021-10-01,PRO,75
5586,initial,2020-09-01,BASIC,33
5587,initial,2020-04-01,PRO,65
5588,initial,2022-11-01,PRO,85
5589,initial,2020-08-01,BASIC,33
5590,initial,2021-01-01,PRO,75
5591,initial,2020-02-01,MAX,99
5592,initial,2022-03-01,BASIC,53
5593,initial,2020-06-01,MAX,99
5594,initial,2022-03-01,BASIC,53
5595,initial,2022-05-01,MAX,119
5596,initial,2021-08-01,PRO,75
5597,initial,2022-12-01,MAX,119
5598,initial,2020-12-01,PRO,65
5599,initial,2022-11-01,PRO,85
5600,initial,2022-06-01,BASIC,53
5601,initial,2022-08-01,PRO,85
5602,initial,2021-03-01,BASIC,43
5603,initial,2020-02-01,PRO,65
5604,initial,2022-08-01,BASIC,53
5605,initial,2020-03-01,BASIC,33
5606,initial,2021-04-01,PRO,75
5607,initial,2020-10-01,MAX,99
5608,initial,2022-06-01,BASIC,53
5609,initial,2021-12-01,PRO,75
5610,initial,2022-03-01,PRO,85
5611,initial,2022-07-01,BASIC,53
5612,initial,2021-05-01,MAX,109
5613,initial,2022-12-01,PRO,85
5614,initial,2020-05-01,MAX,99
5615,initial,2020-05-01,BASIC,33
5616,initial,2020-01-01,BASIC,33
5617,initial,2022-02-01,BASIC,53
5618,initial,2022-05-01,BASIC,53
5619,initial,2021-07-01,BASIC,43
5620,initial,2021-03-01,PRO,75
5621,initial,2020-12-01,MAX,99
5622,initial,2022-04-01,MAX,119
5623,initial,2022-10-01,BASIC,53
5624,initial,2022-06-01,BASIC,53
5625,initial,2022-03-01,BASIC,53
5626,initial,2022-08-01,BASIC,53
5627,initial,2020-10-01,PRO,65
5628,initial,2021-03-01,PRO,75
5629,initial,2020-03-01,BASIC,33
5630,initial,2021-11-01,PRO,75
5631,initial,2020-02-01,PRO,65
5632,initial,2022-01-01,MAX,119
5633,initial,2021-02-01,BASIC,43
5634,initial,2021-10-01,PRO,75
5635,initial,2022-08-01,MAX,119
5636,initial,2022-03-01,MAX,119
5637,initial,2022-04-01,MAX,119
5638,initial,2021-06-01,BASIC,43
5639,initial,2022-06-01,BASIC,53
5640,initial,2022-03-01,PRO,85
5641,initial,2020-08-01,PRO,65
5642,initial,2022-09-01,BASIC,53
5643,initial,2021-07-01,BASIC,43
5644,initial,2020-05-01,BASIC,33
5645,initial,2022-12-01,PRO,85
5646,initial,2022-01-01,MAX,119
5647,initial,2022-06-01,MAX,119
5648,initial,2020-11-01,BASIC,33
5649,initial,2022-12-01,PRO,85
5650,initial,2020-04-01,PRO,65
5651,initial,2020-04-01,BASIC,33
5652,initial,2020-06-01,BASIC,33
5653,initial,2022-07-01,BASIC,53
5654,initial,2022-01-01,PRO,85
5655,initial,2022-10-01,BASIC,53
5656,initial,2022-08-01,PRO,85
5657,initial,2021-10-01,BASIC,43
5658,initial,2021-01-01,MAX,109
5659,initial,2022-09-01,MAX,119
5660,initial,2022-12-01,MAX,119
5661,initial,2022-01-01,MAX,119
5662,initial,2020-04-01,PRO,65
5663,initial,2020-03-01,MAX,99
5664,initial,2022-03-01,PRO,85
5665,initial,2020-07-01,PRO,65
5666,initial,2020-12-01,PRO,65
5667,initial,2022-07-01,BASIC,53
5668,initial,2021-09-01,PRO,75
5669,initial,2021-09-01,BASIC,43
5670,initial,2022-06-01,PRO,85
5671,initial,2021-01-01,BASIC,43
5672,initial,2022-04-01,BASIC,53
5673,initial,2021-01-01,PRO,75
5674,initial,2021-05-01,PRO,75
5675,initial,2022-01-01,MAX,119
5676,initial,2021-09-01,BASIC,43
5677,initial,2020-02-01,PRO,65
5678,initial,2022-09-01,PRO,85
5679,initial,2021-07-01,PRO,75
5680,initial,2020-01-01,PRO,65
5681,initial,2021-09-01,MAX,109
5682,initial,2022-07-01,BASIC,53
5683,initial,2022-12-01,BASIC,53
5684,initial,2020-02-01,MAX,99
5685,initial,2020-08-01,BASIC,33
5686,initial,2021-04-01,PRO,75
5687,initial,2020-09-01,MAX,99
5688,initial,2022-04-01,BASIC,53
5689,initial,2022-10-01,BASIC,53
5690,initial,2022-12-01,MAX,119
5691,initial,2021-09-01,PRO,75
5692,initial,2022-03-01,MAX,119
5693,initial,2022-12-01,BASIC,53
5694,initial,2021-09-01,BASIC,43
5695,initial,2020-06-01,BASIC,33
5696,initial,2022-12-01,MAX,119
5697,initial,2021-12-01,PRO,75
5698,initial,2022-08-01,BASIC,53
5699,initial,2020-04-01,PRO,65
5700,initial,2021-02-01,PRO,75
5701,initial,2021-11-01,MAX,109
5702,initial,2022-09-01,BASIC,53
5703,initial,2021-03-01,MAX,109
5704,initial,2020-07-01,PRO,65
5705,initial,2021-11-01,PRO,75
5706,initial,2022-03-01,PRO,85
5707,initial,2022-02-01,BASIC,53
5708,initial,2021-02-01,PRO,75
5709,initial,2021-09-01,BASIC,43
5710,initial,2021-08-01,BASIC,43
5711,initial,2022-12-01,BASIC,53
5712,initial,2020-02-01,PRO,65
5713,initial,2020-02-01,MAX,99
5714,initial,2021-08-01,MAX,109
5715,initial,2020-12-01,PRO,65
5716,initial,2022-08-01,BASIC,53
5717,initial,2021-04-01,BASIC,43
5718,initial,2021-05-01,PRO,75
5719,initial,2021-10-01,BASIC,43
5720,initial,2022-01-01,PRO,85
5721,initial,2021-09-01,MAX,109
5722,initial,2021-10-01,BASIC,43
5723,initial,2021-02-01,PRO,75
5724,initial,2020-10-01,BASIC,33
5725,initial,2021-02-01,BASIC,43
5726,initial,2022-09-01,BASIC,53
5727,initial,2021-02-01,BASIC,43
5728,initial,2022-06-01,BASIC,53
5729,initial,2021-06-01,MAX,109
5730,initial,2022-04-01,PRO,85
5731,initial,2021-07-01,MAX,109
5732,initial,2020-06-01,PRO,65
5733,initial,2020-08-01,BASIC,33
5734,initial,2020-03-01,PRO,65
5735,initial,2022-12-01,BASIC,53
5736,initial,2022-03-01,PRO,85
5737,initial,2021-04-01,BASIC,43
5738,initial,2021-08-01,BASIC,43
5739,initial,2022-09-01,MAX,119
5740,initial,2021-06-01,BASIC,43
5741,initial,2020-04-01,PRO,65
5742,initial,2021-01-01,BASIC,43
5743,initial,2020-04-01,BASIC,33
5744,initial,2021-04-01,MAX,109
5745,initial,2022-05-01,PRO,85
5746,initial,2022-07-01,PRO,85
5747,initial,2020-09-01,BASIC,33
5748,initial,2021-01-01,MAX,109
5749,initial,2020-11-01,BASIC,33
5750,initial,2020-03-01,BASIC,33
5751,initial,2022-04-01,BASIC,53
5752,initial,2020-10-01,PRO,65
5753,initial,2020-08-01,BASIC,33
5754,initial,2022-08-01,MAX,119
5755,initial,2020-07-01,BASIC,33
5756,initial,2022-06-01,BASIC,53
5757,initial,2020-05-01,BASIC,33
5758,initial,2021-03-01,PRO,75
5759,initial,2020-09-01,PRO,65
5760,initial,2022-08-01,BASIC,53
5761,initial,2022-08-01,PRO,85
5762,initial,2021-11-01,PRO,75
5763,initial,2022-03-01,MAX,119
5764,initial,2020-04-01,BASIC,33
5765,initial,2020-01-01,BASIC,33
5766,initial,2020-05-01,BASIC,33
5767,initial,2021-07-01,PRO,75
5768,initial,2022-07-01,PRO,85
5769,initial,2021-11-01,PRO,75
5770,initial,2022-02-01,PRO,85
5771,initial,2021-03-01,MAX,109
5772,initial,2021-08-01,MAX,109
5773,initial,2021-10-01,BASIC,43
5774,initial,2021-03-01,BASIC,43
5775,initial,2021-05-01,BASIC,43
5776,initial,2020-04-01,MAX,99
5777,initial,2020-06-01,PRO,65
5778,initial,2021-01-01,PRO,75
5779,initial,2020-05-01,BASIC,33
5780,initial,2020-04-01,MAX,99
5781,initial,2021-07-01,PRO,75
5782,initial,2022-09-01,PRO,85
5783,initial,2022-07-01,PRO,85
5784,initial,2022-05-01,BASIC,53
5785,initial,2022-09-01,BASIC,53
5786,initial,2020-06-01,PRO,65
5787,initial,2021-04-01,PRO,75
5788,initial,2022-08-01,PRO,85
5789,initial,2022-01-01,BASIC,53
5790,initial,2021-08-01,BASIC,43
5791,initial,2022-08-01,BASIC,53
5792,initial,2022-06-01,PRO,85
5793,initial,2020-11-01,PRO,65
5794,initial,2020-03-01,MAX,99
5795,initial,2020-08-01,MAX,99
5796,initial,2020-11-01,BASIC,33
5797,initial,2021-12-01,BASIC,43
5798,initial,2022-08-01,BASIC,53
5799,initial,2021-10-01,MAX,109
5800,initial,2022-09-01,BASIC,53
5801,initial,2020-10-01,BASIC,33
5802,initial,2022-10-01,MAX,119
5803,initial,2021-03-01,BASIC,43
5804,initial,2020-12-01,BASIC,33
5805,initial,2020-05-01,MAX,99
5806,initial,2020-09-01,PRO,65
5807,initial,2021-11-01,BASIC,43
5808,initial,2020-02-01,BASIC,33
5809,initial,2022-09-01,PRO,85
5810,initial,2020-10-01,MAX,99
5811,initial,2020-03-01,PRO,65
5812,initial,2021-10-01,PRO,75
5813,initial,2020-11-01,MAX,99
5814,initial,2022-06-01,PRO,85
5815,initial,2021-07-01,PRO,75
5816,initial,2022-07-01,BASIC,53
5817,initial,2020-10-01,PRO,65
5818,initial,2022-07-01,PRO,85
5819,initial,2020-09-01,BASIC,33
5820,initial,2020-09-01,BASIC,33
5821,initial,2020-06-01,BASIC,33
5822,initial,2020-05-01,BASIC,33
5823,initial,2021-06-01,BASIC,43
5824,initial,2022-12-01,MAX,119
5825,initial,2020-07-01,BASIC,33
5826,initial,2021-08-01,PRO,75
5827,initial,2022-05-01,BASIC,53
5828,initial,2020-02-01,PRO,65
5829,initial,2021-10-01,BASIC,43
5830,initial,2020-11-01,BASIC,33
5831,initial,2021-03-01,PRO,75
5832,initial,2020-11-01,BASIC,33
5833,initial,2022-03-01,BASIC,53
5834,initial,2022-03-01,BASIC,53
5835,initial,2020-04-01,BASIC,33
5836,initial,2022-03-01,PRO,85
5837,initial,2022-11-01,BASIC,53
5838,initial,2022-04-01,MAX,119
5839,initial,2021-05-01,PRO,75
5840,initial,2020-07-01,BASIC,33
5841,initial,2021-07-01,PRO,75
5842,initial,2020-08-01,MAX,99
5843,initial,2020-07-01,PRO,65
5844,initial,2021-11-01,MAX,109
5845,initial,2021-04-01,PRO,75
5846,initial,2022-05-01,BASIC,53
5847,initial,2020-03-01,PRO,65
5848,initial,2021-12-01,PRO,75
5849,initial,2020-10-01,PRO,65
5850,initial,2020-08-01,BASIC,33
5851,initial,2022-10-01,BASIC,53
5852,initial,2021-09-01,MAX,109
5853,initial,2020-03-01,PRO,65
5854,initial,2022-09-01,BASIC,53
5855,initial,2022-07-01,BASIC,53
5856,initial,2021-09-01,PRO,75
5857,initial,2021-03-01,BASIC,43
5858,initial,2021-05-01,BASIC,43
5859,initial,2022-12-01,PRO,85
5860,initial,2020-10-01,MAX,99
5861,initial,2020-01-01,PRO,65
5862,initial,2021-04-01,PRO,75
5863,initial,2020-06-01,MAX,99
5864,initial,2021-09-01,PRO,75
5865,initial,2020-12-01,BASIC,33
5866,initial,2020-04-01,PRO,65
5867,initial,2022-11-01,PRO,85
5868,initial,2020-09-01,MAX,99
5869,initial,2021-01-01,PRO,75
5870,initial,2022-04-01,MAX,119
5871,initial,2021-02-01,BASIC,43
5872,initial,2022-06-01,PRO,85
5873,initial,2020-12-01,PRO,65
5874,initial,2021-04-01,MAX,109
5875,initial,2021-07-01,MAX,109
5876,initial,2022-01-01,MAX,119
5877,initial,2020-04-01,MAX,99
5878,initial,2022-04-01,MAX,119
5879,initial,2021-12-01,PRO,75
5880,initial,2022-06-01,MAX,119
5881,initial,2020-09-01,PRO,65
5882,initial,2022-05-01,BASIC,53
5883,initial,2022-09-01,BASIC,53
5884,initial,2022-10-01,MAX,119
5885,initial,2022-10-01,MAX,119
5886,initial,2021-11-01,BASIC,43
5887,initial,2020-03-01,PRO,65
5888,initial,2020-05-01,BASIC,33
5889,initial,2021-04-01,MAX,109
5890,initial,2022-06-01,BASIC,53
5891,initial,2021-02-01,PRO,75
5892,initial,2021-12-01,PRO,75
5893,initial,2020-03-01,PRO,65
5894,initial,2020-01-01,PRO,65
5895,initial,2022-10-01,BASIC,53
5896,initial,2020-05-01,PRO,65
5897,initial,2020-02-01,PRO,65
5898,initial,2021-01-01,PRO,75
5899,initial,2021-06-01,BASIC,43
5900,initial,2021-07-01,BASIC,43
5901,initial,2022-04-01,PRO,85
5902,initial,2022-04-01,BASIC,53
5903,initial,2021-05-01,MAX,109
5904,initial,2020-01-01,BASIC,33
5905,initial,2022-03-01,BASIC,53
5906,initial,2022-10-01,BASIC,53
5907,initial,2022-03-01,MAX,119
5908,initial,2022-01-01,BASIC,53
5909,initial,2020-08-01,BASIC,33
5910,initial,2020-12-01,PRO,65
5911,initial,2020-09-01,BASIC,33
5912,initial,2021-09-01,BASIC,43
5913,initial,2020-11-01,BASIC,33
5914,initial,2021-01-01,MAX,109
5915,initial,2021-06-01,MAX,109
5916,initial,2021-05-01,BASIC,43
5917,initial,2020-10-01,MAX,99
5918,initial,2022-04-01,BASIC,53
5919,initial,2022-11-01,BASIC,53
5920,initial,2020-01-01,BASIC,33
5921,initial,2022-02-01,BASIC,53
5922,initial,2020-04-01,BASIC,33
5923,initial,2021-05-01,BASIC,43
5924,initial,2022-10-01,BASIC,53
5925,initial,2022-11-01,PRO,85
5926,initial,2022-03-01,PRO,85
5927,initial,2021-11-01,BASIC,43
5928,initial,2022-10-01,MAX,119
5929,initial,2022-10-01,BASIC,53
5930,initial,2022-12-01,PRO,85
5931,initial,2021-01-01,PRO,75
5932,initial,2022-04-01,BASIC,53
5933,initial,2022-08-01,BASIC,53
5934,initial,2022-09-01,BASIC,53
5935,initial,2021-11-01,PRO,75
5936,initial,2021-08-01,PRO,75
5937,initial,2020-12-01,MAX,99
5938,initial,2022-12-01,PRO,85
5939,initial,2021-06-01,PRO,75
5940,initial,2022-11-01,BASIC,53
5941,initial,2020-10-01,MAX,99
5942,initial,2020-07-01,MAX,99
5943,initial,2020-05-01,PRO,65
5944,initial,2022-03-01,MAX,119
5945,initial,2020-09-01,BASIC,33
5946,initial,2020-06-01,BASIC,33
5947,initial,2020-10-01,PRO,65
5948,initial,2022-04-01,BASIC,53
5949,initial,2020-09-01,BASIC,33
5950,initial,2021-02-01,MAX,109
5951,initial,2021-03-01,BASIC,43
5952,initial,2022-10-01,BASIC,53
5953,initial,2021-07-01,PRO,75
5954,initial,2020-01-01,BASIC,33
5955,initial,2022-07-01,MAX,119
5956,initial,2021-09-01,BASIC,43
5957,initial,2022-01-01,PRO,85
5958,initial,2020-06-01,BASIC,33
5959,initial,2020-11-01,BASIC,33
5960,initial,2020-05-01,PRO,65
5961,initial,2021-02-01,PRO,75
5962,initial,2020-01-01,MAX,99
5963,initial,2021-09-01,BASIC,43
5964,initial,2020-01-01,BASIC,33
5965,initial,2020-06-01,BASIC,33
5966,initial,2022-04-01,MAX,119
5967,initial,2022-04-01,BASIC,53
5968,initial,2020-07-01,PRO,65
5969,initial,2022-10-01,BASIC,53
5970,initial,2020-08-01,BASIC,33
5971,initial,2022-06-01,BASIC,53
5972,initial,2020-01-01,BASIC,33
5973,initial,2021-09-01,MAX,109
5974,initial,2020-02-01,PRO,65
5975,initial,2021-01-01,BASIC,43
5976,initial,2021-10-01,BASIC,43
5977,initial,2022-12-01,PRO,85
5978,initial,2022-10-01,PRO,85
5979,initial,2020-10-01,PRO,65
5980,initial,2022-01-01,MAX,119
5981,initial,2021-07-01,PRO,75
5982,initial,2022-04-01,PRO,85
5983,initial,2021-03-01,PRO,75
5984,initial,2020-10-01,BASIC,33
5985,initial,2021-01-01,MAX,109
5986,initial,2021-06-01,BASIC,43
5987,initial,2020-05-01,BASIC,33
5988,initial,2020-09-01,BASIC,33
5989,initial,2022-07-01,BASIC,53
5990,initial,2022-11-01,MAX,119
5991,initial,2022-02-01,BASIC,53
5992,initial,2020-02-01,BASIC,33
5993,initial,2022-12-01,BASIC,53
5994,initial,2021-04-01,MAX,109
5995,initial,2020-06-01,PRO,65
5996,initial,2022-10-01,BASIC,53
5997,initial,2022-08-01,BASIC,53
5998,initial,2021-08-01,PRO,75
5999,initial,2020-03-01,PRO,65
6000,initial,2022-12-01,PRO,85
6001,initial,2021-11-01,BASIC,43
6002,initial,2022-11-01,PRO,85
6003,initial,2021-01-01,MAX,109
6004,initial,2021-02-01,BASIC,43
6005,initial,2020-12-01,BASIC,33
6006,initial,2021-11-01,BASIC,43
6007,initial,2022-07-01,PRO,85
6008,initial,2021-10-01,BASIC,43
6009,initial,2020-08-01,BASIC,33
6010,initial,2020-08-01,MAX,99
6011,initial,2021-11-01,BASIC,43
6012,initial,2021-05-01,MAX,109
6013,initial,2022-09-01,PRO,85
6014,initial,2022-08-01,BASIC,53
6015,initial,2021-09-01,PRO,75
6016,initial,2020-02-01,BASIC,33
6017,initial,2021-09-01,PRO,75
6018,initial,2021-08-01,PRO,75
6019,initial,2021-10-01,BASIC,43
6020,initial,2021-07-01,PRO,75
6021,initial,2020-05-01,PRO,65
6022,initial,2022-12-01,PRO,85
6023,initial,2021-01-01,BASIC,43
6024,initial,2021-06-01,MAX,109
6025,initial,2020-11-01,MAX,99
6026,initial,2020-10-01,MAX,99
6027,initial,2021-02-01,MAX,109
6028,initial,2020-03-01,PRO,65
6029,initial,2020-04-01,PRO,65
6030,initial,2022-01-01,MAX,119
6031,initial,2021-05-01,BASIC,43
6032,initial,2021-10-01,BASIC,43
6033,initial,2020-12-01,BASIC,33
6034,initial,2020-09-01,BASIC,33
6035,initial,2021-04-01,BASIC,43
6036,initial,2020-06-01,PRO,65
6037,initial,2021-02-01,MAX,109
6038,initial,2021-07-01,MAX,109
6039,initial,2022-06-01,PRO,85
6040,initial,2022-01-01,MAX,119
6041,initial,2021-05-01,MAX,109
6042,initial,2020-09-01,PRO,65
6043,initial,2022-02-01,MAX,119
6044,initial,2021-04-01,PRO,75
6045,initial,2022-07-01,BASIC,53
6046,initial,2021-12-01,MAX,109
6047,initial,2022-01-01,BASIC,53
6048,initial,2022-12-01,PRO,85
6049,initial,2021-06-01,BASIC,43
6050,initial,2020-03-01,PRO,65
6051,initial,2021-12-01,BASIC,43
6052,initial,2021-06-01,PRO,75
6053,initial,2022-04-01,BASIC,53
6054,initial,2020-07-01,BASIC,33
6055,initial,2022-02-01,PRO,85
6056,initial,2020-05-01,BASIC,33
6057,initial,2021-12-01,MAX,109
6058,initial,2022-07-01,BASIC,53
6059,initial,2020-10-01,MAX,99
6060,initial,2022-12-01,PRO,85
6061,initial,2022-01-01,MAX,119
6062,initial,2022-08-01,PRO,85
6063,initial,2021-04-01,PRO,75
6064,initial,2021-10-01,BASIC,43
6065,initial,2022-05-01,MAX,119
6066,initial,2021-12-01,BASIC,43
6067,initial,2021-08-01,MAX,109
6068,initial,2020-01-01,PRO,65
6069,initial,2020-10-01,PRO,65
6070,initial,2021-03-01,PRO,75
6071,initial,2022-08-01,MAX,119
6072,initial,2020-08-01,MAX,99
6073,initial,2021-06-01,PRO,75
6074,initial,2021-02-01,BASIC,43
6075,initial,2021-03-01,PRO,75
6076,initial,2021-08-01,PRO,75
6077,initial,2020-08-01,MAX,99
6078,initial,2021-06-01,MAX,109
6079,initial,2021-03-01,PRO,75
6080,initial,2022-02-01,BASIC,53
6081,initial,2020-09-01,MAX,99
6082,initial,2020-07-01,PRO,65
6083,initial,2021-01-01,PRO,75
6084,initial,2022-12-01,BASIC,53
6085,initial,2020-03-01,BASIC,33
6086,initial,2020-06-01,BASIC,33
6087,initial,2020-12-01,MAX,99
6088,initial,2021-05-01,BASIC,43
6089,initial,2021-01-01,BASIC,43
6090,initial,2020-05-01,BASIC,33
6091,initial,2022-03-01,BASIC,53
6092,initial,2022-09-01,BASIC,53
6093,initial,2022-12-01,BASIC,53
6094,initial,2021-09-01,BASIC,43
6095,initial,2021-08-01,PRO,75
6096,initial,2021-11-01,BASIC,43
6097,initial,2022-11-01,PRO,85
6098,initial,2020-12-01,PRO,65
6099,initial,2022-05-01,MAX,119
6100,initial,2021-01-01,PRO,75
6101,initial,2020-01-01,BASIC,33
6102,initial,2021-12-01,PRO,75
6103,initial,2022-06-01,MAX,119
6104,initial,2022-08-01,MAX,119
6105,initial,2021-10-01,BASIC,43
6106,initial,2020-02-01,PRO,65
6107,initial,2020-09-01,BASIC,33
6108,initial,2022-09-01,BASIC,53
6109,initial,2021-06-01,BASIC,43
6110,initial,2022-08-01,PRO,85
6111,initial,2020-01-01,BASIC,33
6112,initial,2021-08-01,BASIC,43
6113,initial,2022-04-01,PRO,85
6114,initial,2020-06-01,BASIC,33
6115,initial,2020-06-01,PRO,65
6116,initial,2021-01-01,PRO,75
6117,initial,2022-05-01,BASIC,53
6118,initial,2022-03-01,PRO,85
6119,initial,2022-08-01,BASIC,53
6120,initial,2020-04-01,PRO,65
6121,initial,2022-11-01,PRO,85
6122,initial,2022-08-01,MAX,119
6123,initial,2022-12-01,PRO,85
6124,initial,2022-02-01,BASIC,53
6125,initial,2022-04-01,MAX,119
6126,initial,2022-12-01,PRO,85
6127,initial,2020-02-01,BASIC,33
6128,initial,2022-11-01,PRO,85
6129,initial,2020-11-01,PRO,65
6130,initial,2022-02-01,PRO,85
6131,initial,2021-08-01,MAX,109
6132,initial,2020-09-01,MAX,99
6133,initial,2022-01-01,MAX,119
6134,initial,2021-07-01,PRO,75
6135,initial,2022-05-01,MAX,119
6136,initial,2020-03-01,BASIC,33
6137,initial,2022-02-01,PRO,85
6138,initial,2022-02-01,PRO,85
6139,initial,2020-08-01,PRO,65
6140,initial,2020-08-01,PRO,65
6141,initial,2021-02-01,PRO,75
6142,initial,2022-06-01,MAX,119
6143,initial,2020-01-01,PRO,65
6144,initial,2020-10-01,PRO,65
6145,initial,2022-11-01,BASIC,53
6146,initial,2022-03-01,PRO,85
6147,initial,2022-01-01,PRO,85
6148,initial,2021-08-01,MAX,109
6149,initial,2022-01-01,PRO,85
6150,initial,2020-10-01,MAX,99
6151,initial,2021-06-01,BASIC,43
6152,initial,2022-01-01,BASIC,53
6153,initial,2021-12-01,PRO,75
6154,initial,2020-01-01,BASIC,33
6155,initial,2020-08-01,BASIC,33
6156,initial,2021-11-01,PRO,75
6157,initial,2020-12-01,MAX,99
6158,initial,2021-02-01,MAX,109
6159,initial,2020-05-01,BASIC,33
6160,initial,2021-04-01,BASIC,43
6161,initial,2022-09-01,BASIC,53
6162,initial,2021-05-01,BASIC,43
6163,initial,2021-09-01,PRO,75
6164,initial,2020-12-01,MAX,99
6165,initial,2022-07-01,BASIC,53
6166,initial,2022-02-01,PRO,85
6167,initial,2021-11-01,PRO,75
6168,initial,2020-09-01,BASIC,33
6169,initial,2021-05-01,BASIC,43
6170,initial,2022-07-01,MAX,119
6171,initial,2022-07-01,PRO,85
6172,initial,2020-04-01,BASIC,33
6173,initial,2020-01-01,MAX,99
6174,initial,2022-08-01,MAX,119
6175,initial,2022-03-01,PRO,85
6176,initial,2021-12-01,PRO,75
6177,initial,2021-10-01,PRO,75
6178,initial,2021-10-01,BASIC,43
6179,initial,2020-05-01,PRO,65
6180,initial,2020-09-01,MAX,99
6181,initial,2020-03-01,BASIC,33
6182,initial,2021-11-01,BASIC,43
6183,initial,2021-08-01,MAX,109
6184,initial,2020-02-01,MAX,99
6185,initial,2020-03-01,BASIC,33
6186,initial,2022-04-01,MAX,119
6187,initial,2021-04-01,BASIC,43
6188,initial,2021-09-01,BASIC,43
6189,initial,2021-11-01,MAX,109
6190,initial,2021-11-01,BASIC,43
6191,initial,2021-02-01,BASIC,43
6192,initial,2022-03-01,PRO,85
6193,initial,2021-03-01,BASIC,43
6194,initial,2020-06-01,PRO,65
6195,initial,2021-09-01,PRO,75
6196,initial,2020-05-01,PRO,65
6197,initial,2022-02-01,BASIC,53
6198,initial,2021-03-01,PRO,75
6199,initial,2020-07-01,PRO,65
6200,initial,2021-10-01,BASIC,43
6201,initial,2022-08-01,BASIC,53
6202,initial,2021-03-01,MAX,109
6203,initial,2022-02-01,PRO,85
6204,initial,2022-01-01,PRO,85
6205,initial,2022-04-01,BASIC,53
6206,initial,2021-01-01,BASIC,43
6207,initial,2020-04-01,BASIC,33
6208,initial,2022-07-01,MAX,119
6209,initial,2021-07-01,PRO,75
6210,initial,2022-01-01,PRO,85
6211,initial,2021-01-01,MAX,109
6212,initial,2020-04-01,BASIC,33
6213,initial,2020-01-01,MAX,99
6214,initial,2020-09-01,MAX,99
6215,initial,2020-10-01,PRO,65
6216,initial,2021-01-01,MAX,109
6217,initial,2021-08-01,PRO,75
6218,initial,2020-05-01,BASIC,33
6219,initial,2022-08-01,BASIC,53
